PITNum,Release_Date,Date _of_Detect,Days_to_Detect,Water_Year,Release_Group ,Ordinal_Day_From_Release,Release_ID
900226000082505,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000082506,5/2/2013,4/26/2014,359,13,7,122,13.7
900226000082507,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000082508,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082509,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082510,5/2/2013,4/1/2014,334,13,7,122,13.7
900226000082511,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082512,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082513,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082514,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082515,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082516,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082518,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082520,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082522,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082524,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082525,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082526,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000082527,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082528,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082529,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000082531,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000082532,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082534,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082535,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082536,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082537,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082538,5/2/2013,5/11/2013,9,13,7,122,13.7
900226000082539,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082540,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000082542,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082543,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082544,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082546,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082547,5/2/2013,6/7/2013,36,13,7,122,13.7
900226000082748,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082749,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000082750,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000082751,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082752,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082753,5/2/2013,6/1/2013,30,13,7,122,13.7
900226000082754,5/2/2013,6/7/2013,36,13,7,122,13.7
900226000082755,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082757,5/2/2013,3/30/2014,332,13,7,122,13.7
900226000082759,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082760,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082761,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000082762,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082763,5/2/2013,6/8/2013,37,13,7,122,13.7
900226000082764,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000082765,5/2/2013,7/28/2013,87,13,7,122,13.7
900226000082766,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082767,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082768,5/2/2013,3/2/2014,304,13,7,122,13.7
900226000082769,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082770,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082771,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082772,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082773,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082774,5/2/2013,6/7/2013,36,13,7,122,13.7
900226000082775,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082776,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082777,5/2/2013,4/17/2014,350,13,7,122,13.7
900226000082779,5/2/2013,4/25/2014,358,13,7,122,13.7
900226000082782,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082783,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082785,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082786,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082787,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082789,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082791,5/2/2013,3/31/2014,333,13,7,122,13.7
900226000082792,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082794,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000082795,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082796,5/2/2013,5/18/2013,16,13,7,122,13.7
900226000082797,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000082798,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082800,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082801,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082802,5/2/2013,5/16/2013,14,13,7,122,13.7
900226000082804,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082805,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082806,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082807,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082809,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000082810,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082813,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082814,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000082815,5/2/2013,5/30/2013,28,13,7,122,13.7
900226000082816,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082817,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082819,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082821,5/9/2013,5/16/2013,7,13,8,129,13.8
900226000082824,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000082825,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082827,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000082829,5/2/2013,4/21/2014,354,13,7,122,13.7
900226000082831,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082832,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082834,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082836,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000082837,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082839,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000082840,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000082841,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082842,5/2/2013,5/17/2013,15,13,7,122,13.7
900226000082844,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000082845,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000082846,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083148,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083150,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083151,5/2/2013,5/16/2013,14,13,7,122,13.7
900226000083153,5/2/2013,5/11/2013,9,13,7,122,13.7
900226000083155,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083157,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000083158,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083159,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000083161,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083162,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083163,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083164,5/2/2013,3/31/2014,333,13,7,122,13.7
900226000083165,5/2/2013,6/2/2013,31,13,7,122,13.7
900226000083166,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083167,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083168,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083169,5/2/2013,4/2/2014,335,13,7,122,13.7
900226000083170,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083171,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083172,5/2/2013,5/12/2013,10,13,7,122,13.7
900226000083173,5/2/2013,6/7/2013,36,13,7,122,13.7
900226000083174,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083175,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083177,5/2/2013,5/11/2013,9,13,7,122,13.7
900226000083178,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083180,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083182,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083184,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083185,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000083186,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083188,5/2/2013,5/18/2013,16,13,7,122,13.7
900226000083189,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000083190,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083192,5/2/2013,5/19/2013,17,13,7,122,13.7
900226000083193,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000083194,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083196,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083197,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000083199,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000083201,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083203,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083204,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083206,5/2/2013,5/10/2013,8,13,7,122,13.7
900226000083207,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083208,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083209,5/2/2013,5/29/2013,27,13,7,122,13.7
900226000083210,5/2/2013,5/3/2013,1,13,7,122,13.7
900226000083211,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000083212,5/2/2013,5/28/2013,26,13,7,122,13.7
900226000083213,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083214,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083215,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083216,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083217,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083218,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083219,5/2/2013,5/16/2013,14,13,7,122,13.7
900226000083220,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000083221,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000083222,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083223,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083228,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083229,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083230,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083231,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083232,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083233,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083234,5/2/2013,5/4/2013,2,13,7,122,13.7
900226000083235,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083236,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083237,5/2/2013,5/6/2013,4,13,7,122,13.7
900226000083238,5/2/2013,5/5/2013,3,13,7,122,13.7
900226000083240,5/2/2013,5/8/2013,6,13,7,122,13.7
900226000083241,5/2/2013,5/9/2013,7,13,7,122,13.7
900226000083242,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083243,5/2/2013,6/1/2013,30,13,7,122,13.7
900226000083245,5/2/2013,4/26/2014,359,13,7,122,13.7
900226000083247,5/2/2013,5/7/2013,5,13,7,122,13.7
900226000083448,4/9/2013,5/8/2013,29,13,4,99,13.4
900226000083451,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083453,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083455,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083456,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083458,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083459,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083460,4/9/2013,4/21/2013,12,13,4,99,13.4
900226000083461,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083462,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083466,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083469,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083470,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083472,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083473,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083474,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083475,4/9/2013,5/6/2013,27,13,4,99,13.4
900226000083476,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083477,4/9/2013,5/3/2013,24,13,4,99,13.4
900226000083479,4/9/2013,5/5/2013,26,13,4,99,13.4
900226000083480,4/9/2013,4/28/2013,19,13,4,99,13.4
900226000083482,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083483,4/9/2013,5/6/2013,27,13,4,99,13.4
900226000083485,4/9/2013,5/23/2013,44,13,4,99,13.4
900226000083487,4/9/2013,4/14/2013,5,13,4,99,13.4
900226000083490,4/9/2013,5/8/2013,29,13,4,99,13.4
900226000083491,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083495,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083499,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083504,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083505,4/9/2013,4/19/2013,10,13,4,99,13.4
900226000083506,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083507,4/9/2013,5/4/2013,25,13,4,99,13.4
900226000083509,4/9/2013,5/10/2013,31,13,4,99,13.4
900226000083512,4/9/2013,5/2/2013,23,13,4,99,13.4
900226000083516,4/9/2013,5/10/2013,31,13,4,99,13.4
900226000083517,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083518,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083520,4/9/2013,4/17/2013,8,13,4,99,13.4
900226000083521,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083522,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083523,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083525,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083527,4/9/2013,4/26/2013,17,13,4,99,13.4
900226000083529,4/9/2013,4/26/2013,17,13,4,99,13.4
900226000083531,4/9/2013,4/27/2013,18,13,4,99,13.4
900226000083532,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083533,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083534,4/9/2013,5/10/2013,31,13,4,99,13.4
900226000083536,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083537,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083539,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083541,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083542,4/9/2013,5/6/2013,27,13,4,99,13.4
900226000083543,4/9/2013,4/23/2013,14,13,4,99,13.4
900226000083546,4/9/2013,4/29/2013,20,13,4,99,13.4
900226000083547,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083551,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083553,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083555,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083556,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083557,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083558,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083561,4/2/2013,5/10/2013,38,13,3,92,13.3
900226000083562,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083563,4/2/2013,4/15/2013,13,13,3,92,13.3
900226000083564,4/2/2013,4/19/2013,17,13,3,92,13.3
900226000083565,4/2/2013,4/26/2013,24,13,3,92,13.3
900226000083569,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083571,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083574,4/2/2013,4/6/2013,4,13,3,92,13.3
900226000083576,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083577,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083579,4/2/2013,4/12/2013,10,13,3,92,13.3
900226000083580,4/2/2013,4/20/2013,18,13,3,92,13.3
900226000083582,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083584,4/2/2013,4/17/2013,15,13,3,92,13.3
900226000083586,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083588,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083589,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083590,4/2/2013,4/7/2013,5,13,3,92,13.3
900226000083592,4/2/2013,4/11/2013,9,13,3,92,13.3
900226000083594,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083595,4/2/2013,4/27/2013,25,13,3,92,13.3
900226000083596,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083597,4/2/2013,4/10/2013,8,13,3,92,13.3
900226000083598,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083601,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083603,4/2/2013,5/5/2013,33,13,3,92,13.3
900226000083604,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083606,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083607,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083608,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083609,4/2/2013,5/31/2013,59,13,3,92,13.3
900226000083611,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083612,4/2/2013,5/5/2013,33,13,3,92,13.3
900226000083614,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083615,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083616,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083617,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083618,4/2/2013,5/2/2013,30,13,3,92,13.3
900226000083621,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083622,4/2/2013,5/6/2013,34,13,3,92,13.3
900226000083624,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083625,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083626,4/2/2013,4/7/2013,5,13,3,92,13.3
900226000083627,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083632,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083633,4/2/2013,5/2/2013,30,13,3,92,13.3
900226000083634,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083635,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083636,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083638,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083639,4/2/2013,4/11/2013,9,13,3,92,13.3
900226000083640,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083641,4/2/2013,4/6/2013,4,13,3,92,13.3
900226000083643,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083644,4/2/2013,4/27/2013,25,13,3,92,13.3
900226000083645,4/2/2013,4/12/2013,10,13,3,92,13.3
900226000083646,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083647,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083649,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083650,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083651,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083653,4/2/2013,5/2/2013,30,13,3,92,13.3
900226000083656,4/2/2013,4/12/2013,10,13,3,92,13.3
900226000083657,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083660,4/2/2013,5/2/2013,30,13,3,92,13.3
900226000083663,4/2/2013,4/13/2013,11,13,3,92,13.3
900226000083664,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083665,4/2/2013,5/4/2013,32,13,3,92,13.3
900226000083667,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083668,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083669,4/2/2013,4/6/2013,4,13,3,92,13.3
900226000083670,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083672,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083674,4/2/2013,4/26/2013,24,13,3,92,13.3
900226000083678,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083679,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083680,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083681,4/2/2013,4/24/2013,22,13,3,92,13.3
900226000083682,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083683,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083684,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083685,4/2/2013,4/12/2013,10,13,3,92,13.3
900226000083687,4/2/2013,6/1/2013,60,13,3,92,13.3
900226000083688,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083689,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083690,4/2/2013,5/5/2013,33,13,3,92,13.3
900226000083691,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083692,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083693,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083694,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083695,4/2/2013,4/2/2013,0,13,3,92,13.3
900226000083696,4/2/2013,4/18/2013,16,13,3,92,13.3
900226000083697,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083698,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083699,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083701,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083702,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083703,4/2/2013,4/9/2013,7,13,3,92,13.3
900226000083707,4/2/2013,4/14/2013,12,13,3,92,13.3
900226000083709,4/2/2013,4/28/2013,26,13,3,92,13.3
900226000083710,4/2/2013,5/7/2013,35,13,3,92,13.3
900226000083712,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083713,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083714,4/2/2013,4/5/2013,3,13,3,92,13.3
900226000083717,4/2/2013,4/26/2013,24,13,3,92,13.3
900226000083718,4/2/2013,4/24/2013,22,13,3,92,13.3
900226000083719,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083720,4/2/2013,4/22/2013,20,13,3,92,13.3
900226000083721,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083723,4/2/2013,4/4/2013,2,13,3,92,13.3
900226000083725,4/2/2013,4/17/2013,15,13,3,92,13.3
900226000083729,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083730,4/2/2013,5/6/2013,34,13,3,92,13.3
900226000083731,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083734,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083737,4/2/2013,5/6/2013,34,13,3,92,13.3
900226000083740,4/2/2013,4/24/2013,22,13,3,92,13.3
900226000083741,4/2/2013,4/9/2013,7,13,3,92,13.3
900226000083742,4/2/2013,5/3/2013,31,13,3,92,13.3
900226000083743,4/2/2013,4/9/2013,7,13,3,92,13.3
900226000083744,4/2/2013,4/10/2013,8,13,3,92,13.3
900226000083745,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083747,4/2/2013,4/3/2013,1,13,3,92,13.3
900226000083748,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083749,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083750,4/9/2013,4/27/2013,18,13,4,99,13.4
900226000083752,4/9/2013,5/2/2013,23,13,4,99,13.4
900226000083753,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083759,4/9/2013,5/5/2013,26,13,4,99,13.4
900226000083760,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083762,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083764,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083765,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083767,4/9/2013,4/25/2013,16,13,4,99,13.4
900226000083769,4/9/2013,4/28/2013,19,13,4,99,13.4
900226000083770,4/9/2013,5/7/2013,28,13,4,99,13.4
900226000083771,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083772,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083774,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083775,4/9/2013,5/8/2013,29,13,4,99,13.4
900226000083776,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083777,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083779,4/9/2013,4/27/2013,18,13,4,99,13.4
900226000083780,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083781,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083782,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083783,4/9/2013,6/26/2013,78,13,4,99,13.4
900226000083784,4/9/2013,4/27/2013,18,13,4,99,13.4
900226000083785,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083787,4/9/2013,5/7/2013,28,13,4,99,13.4
900226000083788,4/9/2013,5/6/2013,27,13,4,99,13.4
900226000083789,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083790,4/9/2013,5/5/2013,26,13,4,99,13.4
900226000083792,4/9/2013,4/22/2013,13,13,4,99,13.4
900226000083793,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083794,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083795,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083796,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083797,4/9/2013,5/6/2013,27,13,4,99,13.4
900226000083798,4/9/2013,5/4/2013,25,13,4,99,13.4
900226000083800,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083804,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083806,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083807,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083808,4/9/2013,5/5/2013,26,13,4,99,13.4
900226000083810,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083811,4/9/2013,4/10/2013,1,13,4,99,13.4
900226000083812,4/9/2013,4/24/2013,15,13,4,99,13.4
900226000083813,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083814,4/9/2013,4/24/2013,15,13,4,99,13.4
900226000083816,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083817,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083818,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083820,4/9/2013,5/8/2013,29,13,4,99,13.4
900226000083821,4/9/2013,4/25/2013,16,13,4,99,13.4
900226000083822,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083824,4/9/2013,5/2/2013,23,13,4,99,13.4
900226000083825,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083827,4/9/2013,4/20/2013,11,13,4,99,13.4
900226000083828,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083829,4/9/2013,4/13/2013,4,13,4,99,13.4
900226000083830,4/9/2013,4/18/2013,9,13,4,99,13.4
900226000083831,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083832,4/9/2013,4/12/2013,3,13,4,99,13.4
900226000083833,4/9/2013,4/11/2013,2,13,4,99,13.4
900226000083834,4/9/2013,4/12/2013,3,13,4,99,13.4
